Time,Speed,Brake,Gyro_Y,Gyro_X,Acc_Y_FM,Gyro_Z,Acc_X_FM,Acc_Z_FM,Acc_Z_Whl_LF,Acc_Y_Whl_LF,Acc_X_Whl_LF,Acc_Z_Whl_RF,Acc_Y_Whl_RF,Acc_X_Whl_RF,Acc_Y_Whl_LR,Acc_X_Whl_LR,Acc_Z_Whl_LR,Acc_Y_Whl_RR,Acc_X_Whl_RR,Acc_Z_Whl_RR,Acc_X_RM,Acc_Y_RM,Acc_Z_RM
0.2070,0.0000,0.0000,-0.1390,0.0240,-0.0220,0.0440,0.0200,1.0010,0.9907,-0.1080,-0.0600,0.9920,0.0640,-0.0907,-0.0413,0.1320,0.9920,-0.0067,0.0933,1.0107,-0.0440,-0.0133,0.9973
0.2090,0.0000,0.0000,-0.1990,0.0660,-0.0190,0.0540,0.0210,0.9990,0.9907,-0.1080,-0.0600,0.9920,0.0640,-0.0907,-0.0413,0.1333,0.9920,-0.0067,0.0933,1.0107,-0.0453,-0.0133,0.9973
0.2109,0.0000,0.0000,-0.1400,0.0230,-0.0190,0.0440,0.0170,1.0010,0.9920,-0.1067,-0.0600,0.9920,0.0653,-0.0907,-0.0413,0.1320,0.9920,-0.0067,0.0933,1.0120,-0.0453,-0.0133,0.9987
0.2129,0.0000,0.0000,-0.1410,-0.0340,-0.0200,0.0610,0.0180,1.0000,0.9920,-0.1067,-0.0587,0.9920,0.0640,-0.0893,-0.0413,0.1320,0.9920,-0.0067,0.0947,1.0120,-0.0467,-0.0133,1.0000
0.2148,0.0000,0.0000,-0.1370,0.0060,-0.0190,0.0700,0.0190,0.9970,0.9907,-0.1067,-0.0587,0.9907,0.0640,-0.0893,-0.0413,0.1320,0.9920,-0.0067,0.0960,1.0107,-0.0467,-0.0133,1.0027
0.2168,0.0000,0.0000,-0.1910,0.0170,-0.0180,0.0240,0.0190,0.9970,0.9893,-0.1067,-0.0600,0.9907,0.0640,-0.0893,-0.0413,0.1320,0.9920,-0.0067,0.0960,1.0107,-0.0453,-0.0133,1.0027
0.2188,0.0000,0.0000,-0.1070,0.0080,-0.0170,0.0140,0.0190,0.9980,0.9893,-0.1067,-0.0600,0.9907,0.0640,-0.0893,-0.0413,0.1320,0.9920,-0.0080,0.0960,1.0093,-0.0453,-0.0147,1.0013
0.2207,0.0000,0.0000,-0.0830,-0.0570,-0.0200,0.0560,0.0220,1.0000,0.9893,-0.1067,-0.0613,0.9920,0.0667,-0.0893,-0.0427,0.1307,0.9920,-0.0080,0.0960,1.0080,-0.0440,-0.0160,0.9987
0.2227,0.0000,0.0000,-0.0250,-0.0320,-0.0190,0.0780,0.0180,0.9990,0.9907,-0.1067,-0.0627,0.9920,0.0680,-0.0893,-0.0440,0.1307,0.9920,-0.0093,0.0960,1.0080,-0.0440,-0.0160,0.9973
0.2246,0.0000,0.0000,-0.0640,0.0950,-0.0210,0.0670,0.0200,1.0010,0.9920,-0.1053,-0.0627,0.9920,0.0707,-0.0893,-0.0453,0.1307,0.9920,-0.0093,0.0960,1.0080,-0.0440,-0.0173,0.9987
0.2266,0.0000,0.0000,-0.1010,0.0190,-0.0180,0.0700,0.0180,0.9990,0.9920,-0.1053,-0.0627,0.9920,0.0707,-0.0880,-0.0453,0.1293,0.9920,-0.0093,0.0973,1.0093,-0.0453,-0.0173,1.0000
0.2285,0.0000,0.0000,-0.2100,0.0290,-0.0160,0.0850,0.0220,0.9980,0.9920,-0.1040,-0.0627,0.9920,0.0707,-0.0880,-0.0453,0.1293,0.9920,-0.0093,0.0987,1.0093,-0.0467,-0.0160,1.0027
0.2305,0.0000,0.0000,-0.0960,0.0040,-0.0170,0.0360,0.0170,1.0000,0.9907,-0.1027,-0.0627,0.9920,0.0693,-0.0867,-0.0453,0.1280,0.9920,-0.0093,0.0987,1.0093,-0.0467,-0.0147,1.0040
0.2324,0.0000,0.0000,-0.1060,-0.0660,-0.0190,0.0420,0.0180,0.9990,0.9907,-0.1027,-0.0640,0.9933,0.0680,-0.0853,-0.0467,0.1280,0.9920,-0.0107,0.0987,1.0080,-0.0453,-0.0147,1.0040
0.2344,0.0000,0.0000,-0.1260,-0.0000,-0.0180,0.0340,0.0210,0.9990,0.9907,-0.1027,-0.0653,0.9947,0.0667,-0.0853,-0.0467,0.1267,0.9920,-0.0107,0.0973,1.0080,-0.0440,-0.0147,1.0000
0.2363,0.0000,0.0000,-0.1070,0.0630,-0.0210,0.0300,0.0200,1.0000,0.9907,-0.1040,-0.0653,0.9933,0.0667,-0.0853,-0.0467,0.1267,0.9920,-0.0107,0.0960,1.0080,-0.0440,-0.0147,0.9973
0.2383,0.0000,0.0000,-0.0590,-0.0500,-0.0180,0.0330,0.0210,0.9990,0.9907,-0.1053,-0.0653,0.9933,0.0667,-0.0867,-0.0467,0.1267,0.9933,-0.0107,0.0960,1.0093,-0.0453,-0.0160,0.9960
0.2402,0.0000,0.0000,-0.1440,0.0520,-0.0180,0.0890,0.0180,1.0020,0.9907,-0.1053,-0.0653,0.9933,0.0653,-0.0880,-0.0467,0.1280,0.9920,-0.0093,0.0947,1.0093,-0.0453,-0.0160,0.9973
0.2422,0.0000,0.0000,-0.2160,0.0270,-0.0170,0.0710,0.0220,1.0010,0.9907,-0.1053,-0.0640,0.9933,0.0653,-0.0893,-0.0453,0.1293,0.9920,-0.0093,0.0947,1.0107,-0.0467,-0.0147,0.9987
0.2441,0.0000,0.0000,-0.1350,0.0580,-0.0210,0.1060,0.0190,1.0000,0.9907,-0.1053,-0.0627,0.9947,0.0667,-0.0893,-0.0440,0.1293,0.9907,-0.0093,0.0947,1.0107,-0.0467,-0.0147,0.9987
0.2461,0.0000,0.0000,-0.1330,0.0500,-0.0180,0.0340,0.0220,0.9980,0.9907,-0.1053,-0.0613,0.9960,0.0667,-0.0893,-0.0427,0.1307,0.9907,-0.0080,0.0947,1.0107,-0.0453,-0.0133,0.9987
0.2480,0.0000,0.0000,-0.0790,0.0670,-0.0200,0.0400,0.0210,0.9990,0.9907,-0.1067,-0.0600,0.9960,0.0653,-0.0893,-0.0427,0.1307,0.9920,-0.0080,0.0947,1.0107,-0.0453,-0.0133,0.9987
0.2500,0.0000,0.0000,-0.1290,0.0420,-0.0200,0.0300,0.0200,0.9980,0.9920,-0.1080,-0.0600,0.9960,0.0640,-0.0893,-0.0413,0.1307,0.9920,-0.0067,0.0947,1.0107,-0.0453,-0.0133,0.9973
0.2520,0.0000,0.0000,-0.1650,-0.0790,-0.0160,0.0580,0.0200,1.0030,0.9920,-0.1093,-0.0600,0.9947,0.0627,-0.0893,-0.0413,0.1307,0.9933,-0.0067,0.0933,1.0120,-0.0440,-0.0120,0.9987
0.2539,0.0000,0.0000,-0.1060,-0.0110,-0.0200,0.0410,0.0190,0.9990,0.9920,-0.1107,-0.0613,0.9920,0.0627,-0.0907,-0.0413,0.1320,0.9920,-0.0067,0.0933,1.0120,-0.0440,-0.0133,1.0000
0.2559,0.0000,0.0000,-0.0990,0.0260,-0.0170,0.0480,0.0170,1.0020,0.9920,-0.1107,-0.0613,0.9907,0.0627,-0.0907,-0.0413,0.1320,0.9920,-0.0053,0.0933,1.0120,-0.0440,-0.0133,1.0000
0.2578,0.0000,0.0000,-0.1990,0.0650,-0.0180,0.0560,0.0210,0.9980,0.9920,-0.1080,-0.0600,0.9893,0.0653,-0.0907,-0.0413,0.1320,0.9907,-0.0053,0.0933,1.0120,-0.0440,-0.0133,1.0000
0.2598,0.0000,0.0000,-0.0400,-0.0780,-0.0160,0.1240,0.0220,0.9990,0.9933,-0.1067,-0.0600,0.9893,0.0667,-0.0893,-0.0413,0.1320,0.9907,-0.0053,0.0947,1.0107,-0.0453,-0.0133,0.9987
0.2617,0.0000,0.0000,-0.1280,-0.0500,-0.0150,0.1120,0.0220,0.9980,0.9933,-0.1067,-0.0587,0.9893,0.0680,-0.0880,-0.0427,0.1320,0.9920,-0.0067,0.0947,1.0107,-0.0453,-0.0133,0.9987
0.2637,0.0000,0.0000,-0.1460,0.0360,-0.0160,0.0570,0.0180,1.0000,0.9920,-0.1067,-0.0600,0.9907,0.0680,-0.0867,-0.0427,0.1307,0.9920,-0.0067,0.0960,1.0093,-0.0453,-0.0133,1.0000
0.2656,0.0000,0.0000,-0.1100,0.0460,-0.0170,0.0740,0.0190,0.9960,0.9907,-0.1067,-0.0600,0.9907,0.0667,-0.0853,-0.0440,0.1307,0.9920,-0.0080,0.0960,1.0093,-0.0453,-0.0133,1.0027
0.2676,0.0000,0.0000,-0.1150,-0.0280,-0.0170,0.0520,0.0190,1.0000,0.9893,-0.1067,-0.0613,0.9920,0.0667,-0.0853,-0.0427,0.1307,0.9920,-0.0093,0.0973,1.0093,-0.0453,-0.0147,1.0040
0.2695,0.0000,0.0000,-0.0480,0.0650,-0.0140,-0.0430,0.0210,0.9980,0.9893,-0.1053,-0.0627,0.9920,0.0667,-0.0853,-0.0427,0.1293,0.9920,-0.0107,0.0973,1.0093,-0.0453,-0.0160,1.0040
0.2715,0.0000,0.0000,-0.1870,-0.0180,-0.0190,0.0090,0.0180,1.0000,0.9893,-0.1040,-0.0640,0.9920,0.0680,-0.0853,-0.0440,0.1293,0.9920,-0.0107,0.0987,1.0093,-0.0453,-0.0160,1.0027
0.2734,0.0000,0.0000,-0.1120,0.0030,-0.0150,0.0420,0.0210,1.0000,0.9907,-0.1040,-0.0640,0.9920,0.0693,-0.0867,-0.0440,0.1293,0.9920,-0.0107,0.1000,1.0093,-0.0453,-0.0160,0.9987
0.2754,0.0000,0.0000,-0.1720,0.0890,-0.0170,0.0440,0.0220,1.0000,0.9920,-0.1027,-0.0640,0.9933,0.0693,-0.0867,-0.0453,0.1293,0.9933,-0.0107,0.0987,1.0080,-0.0467,-0.0160,0.9960
0.2773,0.0000,0.0000,-0.1240,0.0020,-0.0160,0.0770,0.0180,1.0040,0.9920,-0.1027,-0.0640,0.9947,0.0693,-0.0853,-0.0467,0.1293,0.9933,-0.0107,0.0987,1.0080,-0.0467,-0.0160,0.9960
0.2793,0.0000,0.0000,-0.0360,-0.0620,-0.0180,0.0460,0.0160,1.0000,0.9933,-0.1027,-0.0640,0.9960,0.0693,-0.0853,-0.0480,0.1293,0.9920,-0.0107,0.0987,1.0080,-0.0467,-0.0160,0.9973
0.2812,0.0000,0.0000,-0.1340,-0.0520,-0.0200,0.1240,0.0190,1.0000,0.9920,-0.1027,-0.0640,0.9960,0.0680,-0.0853,-0.0467,0.1280,0.9907,-0.0107,0.0973,1.0080,-0.0467,-0.0160,1.0000
0.2832,0.0000,0.0000,-0.1610,0.1060,-0.0180,0.1410,0.0180,0.9990,0.9920,-0.1040,-0.0640,0.9960,0.0667,-0.0867,-0.0467,0.1280,0.9907,-0.0107,0.0973,1.0093,-0.0453,-0.0147,1.0027
0.2852,0.0000,0.0000,-0.1010,-0.0060,-0.0190,-0.0050,0.0210,0.9990,0.9920,-0.1040,-0.0627,0.9947,0.0653,-0.0880,-0.0467,0.1280,0.9893,-0.0093,0.0973,1.0093,-0.0440,-0.0147,1.0013
0.2871,0.0000,0.0000,-0.0890,-0.1120,-0.0190,0.0230,0.0190,0.9990,0.9920,-0.1053,-0.0613,0.9933,0.0640,-0.0893,-0.0453,0.1280,0.9893,-0.0093,0.0960,1.0093,-0.0440,-0.0147,0.9987
0.2891,0.0000,0.0000,-0.1040,0.0050,-0.0160,0.0670,0.0200,1.0010,0.9920,-0.1053,-0.0613,0.9933,0.0640,-0.0907,-0.0440,0.1293,0.9893,-0.0080,0.0947,1.0093,-0.0440,-0.0133,0.9960
0.2910,0.0000,0.0000,-0.1400,0.0600,-0.0170,0.0560,0.0180,1.0000,0.9920,-0.1067,-0.0613,0.9933,0.0627,-0.0907,-0.0440,0.1307,0.9907,-0.0067,0.0933,1.0107,-0.0440,-0.0133,0.9947
0.2930,0.0000,0.0000,-0.1950,0.1360,-0.0190,0.0410,0.0200,0.9990,0.9933,-0.1067,-0.0613,0.9947,0.0627,-0.0907,-0.0427,0.1307,0.9907,-0.0067,0.0933,1.0107,-0.0453,-0.0133,0.9933
0.2949,0.0000,0.0000,-0.1470,-0.0610,-0.0200,0.0770,0.0210,0.9990,0.9920,-0.1080,-0.0613,0.9947,0.0627,-0.0907,-0.0427,0.1320,0.9907,-0.0053,0.0933,1.0107,-0.0453,-0.0133,0.9947
0.2969,0.0000,0.0000,-0.1180,0.0030,-0.0190,0.0930,0.0180,0.9980,0.9920,-0.1093,-0.0613,0.9947,0.0627,-0.0893,-0.0413,0.1320,0.9920,-0.0053,0.0933,1.0107,-0.0453,-0.0133,0.9960
0.2988,0.0000,0.0000,-0.1590,-0.0480,-0.0180,0.0680,0.0180,0.9960,0.9907,-0.1093,-0.0600,0.9933,0.0627,-0.0893,-0.0413,0.1320,0.9920,-0.0053,0.0933,1.0107,-0.0453,-0.0120,0.9987
0.3008,0.0000,0.0000,-0.1850,0.0330,-0.0200,0.0600,0.0190,0.9990,0.9907,-0.1107,-0.0587,0.9920,0.0640,-0.0893,-0.0413,0.1320,0.9920,-0.0053,0.0947,1.0107,-0.0453,-0.0120,1.0000
0.3027,0.0000,0.0000,-0.1150,0.0270,-0.0170,0.0450,0.0190,1.0020,0.9907,-0.1107,-0.0587,0.9907,0.0640,-0.0907,-0.0413,0.1333,0.9920,-0.0067,0.0947,1.0107,-0.0453,-0.0120,1.0013
0.3047,0.0000,0.0000,-0.0810,-0.0600,-0.0190,0.1050,0.0200,0.9970,0.9907,-0.1093,-0.0587,0.9893,0.0653,-0.0907,-0.0413,0.1333,0.9920,-0.0067,0.0947,1.0107,-0.0440,-0.0133,1.0013
0.3066,0.0000,0.0000,-0.1380,0.0470,-0.0150,0.1240,0.0210,0.9990,0.9907,-0.1080,-0.0600,0.9907,0.0653,-0.0893,-0.0413,0.1333,0.9907,-0.0067,0.0947,1.0107,-0.0440,-0.0133,1.0013
0.3086,0.0000,0.0000,-0.2500,0.0360,-0.0210,0.0710,0.0170,0.9990,0.9907,-0.1067,-0.0613,0.9907,0.0653,-0.0893,-0.0413,0.1320,0.9907,-0.0080,0.0947,1.0093,-0.0440,-0.0133,1.0000
0.3105,0.0000,0.0000,-0.1260,0.0880,-0.0150,0.0780,0.0190,1.0000,0.9907,-0.1053,-0.0613,0.9920,0.0653,-0.0880,-0.0413,0.1320,0.9907,-0.0080,0.0947,1.0093,-0.0440,-0.0147,1.0000
0.3125,0.0000,0.0000,-0.0650,0.0590,-0.0170,0.1160,0.0180,0.9980,0.9893,-0.1053,-0.0613,0.9933,0.0667,-0.0880,-0.0427,0.1307,0.9907,-0.0093,0.0960,1.0080,-0.0440,-0.0147,0.9987
0.3145,0.0000,0.0000,0.0240,-0.0180,-0.0170,0.0930,0.0200,0.9960,0.9893,-0.1053,-0.0613,0.9933,0.0667,-0.0867,-0.0440,0.1307,0.9920,-0.0093,0.0973,1.0080,-0.0440,-0.0147,1.0000
0.3164,0.0000,0.0000,-0.1510,0.0070,-0.0170,0.0660,0.0150,1.0010,0.9907,-0.1053,-0.0613,0.9933,0.0680,-0.0867,-0.0453,0.1293,0.9920,-0.0093,0.0987,1.0080,-0.0440,-0.0147,1.0013
0.3184,0.0000,0.0000,-0.1730,0.0220,-0.0170,0.0210,0.0200,0.9980,0.9907,-0.1053,-0.0627,0.9920,0.0680,-0.0867,-0.0467,0.1293,0.9920,-0.0093,0.0987,1.0080,-0.0453,-0.0160,1.0013
0.3203,0.0000,0.0000,-0.1640,0.0010,-0.0200,0.0770,0.0190,1.0020,0.9907,-0.1053,-0.0627,0.9920,0.0693,-0.0867,-0.0467,0.1280,0.9920,-0.0107,0.1000,1.0080,-0.0453,-0.0160,1.0000
0.3223,0.0000,0.0000,-0.1150,-0.0580,-0.0150,0.0300,0.0200,1.0010,0.9920,-0.1053,-0.0640,0.9933,0.0693,-0.0867,-0.0453,0.1280,0.9920,-0.0107,0.1000,1.0093,-0.0453,-0.0147,0.9987
0.3242,0.0000,0.0000,-0.0700,-0.1330,-0.0160,0.1060,0.0200,1.0010,0.9920,-0.1040,-0.0640,0.9933,0.0693,-0.0867,-0.0453,0.1267,0.9920,-0.0107,0.0987,1.0093,-0.0453,-0.0147,0.9973
0.3262,0.0000,0.0000,-0.1000,0.0200,-0.0150,0.1250,0.0210,1.0010,0.9920,-0.1040,-0.0640,0.9947,0.0693,-0.0880,-0.0453,0.1267,0.9920,-0.0093,0.0973,1.0093,-0.0453,-0.0147,0.9960
0.3281,0.0000,0.0000,-0.1390,-0.0170,-0.0200,0.0350,0.0220,0.9990,0.9920,-0.1040,-0.0627,0.9947,0.0680,-0.0880,-0.0453,0.1267,0.9920,-0.0093,0.0960,1.0093,-0.0467,-0.0133,0.9973
0.3301,0.0000,0.0000,-0.1140,-0.1070,-0.0170,-0.0190,0.0200,0.9980,0.9907,-0.1053,-0.0627,0.9947,0.0667,-0.0880,-0.0467,0.1267,0.9920,-0.0080,0.0947,1.0093,-0.0453,-0.0133,0.9987
0.3320,0.0000,0.0000,-0.1140,0.0670,-0.0180,-0.0040,0.0200,0.9980,0.9907,-0.1067,-0.0627,0.9947,0.0667,-0.0880,-0.0467,0.1280,0.9920,-0.0080,0.0947,1.0107,-0.0453,-0.0133,1.0000
0.3340,0.0000,0.0000,-0.1720,0.0870,-0.0180,0.0260,0.0200,1.0000,0.9907,-0.1067,-0.0613,0.9933,0.0653,-0.0880,-0.0453,0.1280,0.9907,-0.0067,0.0947,1.0107,-0.0440,-0.0147,1.0000
0.3359,0.0000,0.0000,-0.1170,-0.0000,-0.0210,0.0370,0.0190,0.9990,0.9907,-0.1080,-0.0613,0.9920,0.0653,-0.0880,-0.0440,0.1293,0.9907,-0.0067,0.0947,1.0107,-0.0440,-0.0147,0.9987
0.3379,0.0000,0.0000,-0.1940,0.0370,-0.0190,0.0490,0.0190,0.9990,0.9920,-0.1080,-0.0613,0.9920,0.0640,-0.0893,-0.0427,0.1307,0.9907,-0.0067,0.0947,1.0107,-0.0440,-0.0147,0.9973
0.3398,0.0000,0.0000,-0.1540,0.1250,-0.0180,-0.0020,0.0180,0.9990,0.9933,-0.1080,-0.0613,0.9920,0.0640,-0.0907,-0.0427,0.1307,0.9907,-0.0053,0.0947,1.0107,-0.0440,-0.0147,0.9960
0.3418,0.0000,0.0000,-0.1080,-0.0140,-0.0200,0.0300,0.0230,0.9990,0.9933,-0.1067,-0.0600,0.9933,0.0627,-0.0907,-0.0413,0.1320,0.9907,-0.0053,0.0933,1.0120,-0.0453,-0.0147,0.9960
0.3438,0.0000,0.0000,-0.1410,-0.0580,-0.0180,0.0390,0.0200,0.9970,0.9933,-0.1067,-0.0600,0.9933,0.0627,-0.0907,-0.0413,0.1320,0.9893,-0.0040,0.0933,1.0120,-0.0453,-0.0133,0.9973
0.3457,0.0000,0.0000,-0.0630,-0.0180,-0.0180,0.0530,0.0210,0.9960,0.9933,-0.1080,-0.0600,0.9933,0.0627,-0.0907,-0.0413,0.1320,0.9907,-0.0053,0.0947,1.0107,-0.0453,-0.0133,1.0013
0.3477,0.0000,0.0000,-0.1050,-0.0490,-0.0180,0.1140,0.0180,0.9980,0.9920,-0.1093,-0.0587,0.9920,0.0627,-0.0893,-0.0413,0.1320,0.9907,-0.0053,0.0947,1.0107,-0.0440,-0.0120,1.0040
0.3496,0.0000,0.0000,-0.1250,-0.0310,-0.0170,0.0710,0.0190,0.9980,0.9907,-0.1093,-0.0587,0.9907,0.0640,-0.0893,-0.0413,0.1320,0.9920,-0.0067,0.0947,1.0093,-0.0440,-0.0133,1.0053
0.3516,0.0000,0.0000,-0.1410,0.0080,-0.0160,0.0530,0.0190,0.9990,0.9893,-0.1093,-0.0587,0.9907,0.0653,-0.0893,-0.0413,0.1320,0.9920,-0.0067,0.0947,1.0093,-0.0440,-0.0133,1.0027
0.3535,0.0000,0.0000,-0.1420,0.0100,-0.0180,-0.0050,0.0220,1.0000,0.9893,-0.1080,-0.0587,0.9907,0.0667,-0.0893,-0.0427,0.1320,0.9920,-0.0080,0.0947,1.0093,-0.0453,-0.0133,1.0000
0.3555,0.0000,0.0000,-0.1860,-0.0670,-0.0170,0.0190,0.0240,0.9990,0.9893,-0.1067,-0.0587,0.9920,0.0680,-0.0880,-0.0427,0.1307,0.9920,-0.0080,0.0947,1.0093,-0.0467,-0.0147,0.9973
0.3574,0.0000,0.0000,-0.2580,0.0100,-0.0160,0.0150,0.0210,0.9990,0.9893,-0.1053,-0.0600,0.9933,0.0693,-0.0880,-0.0440,0.1293,0.9920,-0.0093,0.0960,1.0093,-0.0467,-0.0133,0.9960
0.3594,0.0000,0.0000,0.0400,-0.0180,-0.0160,0.0280,0.0200,1.0000,0.9893,-0.1040,-0.0600,0.9933,0.0693,-0.0880,-0.0440,0.1293,0.9920,-0.0093,0.0960,1.0093,-0.0453,-0.0133,0.9987
0.3613,0.0000,0.0000,-0.1360,0.1520,-0.0150,0.0230,0.0190,1.0000,0.9907,-0.1040,-0.0613,0.9947,0.0693,-0.0867,-0.0453,0.1293,0.9933,-0.0107,0.0973,1.0093,-0.0453,-0.0147,1.0013
0.3633,0.0000,0.0000,-0.2120,0.0560,-0.0160,0.0550,0.0220,0.9980,0.9907,-0.1040,-0.0613,0.9947,0.0693,-0.0853,-0.0453,0.1280,0.9933,-0.0120,0.0987,1.0093,-0.0453,-0.0147,1.0040
0.3652,0.0000,0.0000,-0.1060,-0.0790,-0.0170,0.0630,0.0170,0.9980,0.9907,-0.1040,-0.0627,0.9933,0.0680,-0.0853,-0.0467,0.1280,0.9933,-0.0120,0.0973,1.0080,-0.0453,-0.0160,1.0040
0.3672,0.0000,0.0000,-0.0770,0.0650,-0.0160,0.0600,0.0210,1.0000,0.9920,-0.1040,-0.0640,0.9933,0.0680,-0.0853,-0.0467,0.1280,0.9920,-0.0107,0.0973,1.0080,-0.0453,-0.0160,1.0013
0.3691,0.0000,0.0000,-0.1470,0.0580,-0.0220,0.1150,0.0190,0.9980,0.9920,-0.1040,-0.0640,0.9933,0.0680,-0.0880,-0.0467,0.1280,0.9920,-0.0093,0.0973,1.0080,-0.0453,-0.0160,0.9973
0.3711,0.0000,0.0000,-0.1760,0.0330,-0.0160,0.1240,0.0180,1.0020,0.9920,-0.1040,-0.0640,0.9933,0.0693,-0.0893,-0.0467,0.1280,0.9920,-0.0080,0.0973,1.0080,-0.0453,-0.0160,0.9947
0.3730,0.0000,0.0000,-0.1800,-0.0140,-0.0160,-0.0090,0.0190,0.9970,0.9933,-0.1027,-0.0640,0.9947,0.0693,-0.0907,-0.0453,0.1293,0.9920,-0.0080,0.0973,1.0080,-0.0453,-0.0147,0.9933
0.3750,0.0000,0.0000,-0.0930,0.0240,-0.0170,0.0250,0.0200,0.9980,0.9933,-0.1027,-0.0640,0.9960,0.0693,-0.0907,-0.0453,0.1293,0.9920,-0.0080,0.0973,1.0093,-0.0453,-0.0147,0.9960
0.3770,0.0000,0.0000,-0.0510,0.0220,-0.0190,0.0770,0.0180,0.9980,0.9933,-0.1040,-0.0640,0.9960,0.0680,-0.0893,-0.0453,0.1293,0.9920,-0.0080,0.0960,1.0093,-0.0453,-0.0133,1.0000
0.3789,0.0000,0.0000,-0.2220,0.1130,-0.0150,0.0930,0.0230,0.9980,0.9920,-0.1040,-0.0640,0.9960,0.0667,-0.0867,-0.0453,0.1307,0.9920,-0.0080,0.0947,1.0107,-0.0440,-0.0133,1.0027
0.3809,0.0000,0.0000,-0.0910,-0.0150,-0.0170,0.0690,0.0210,0.9990,0.9907,-0.1053,-0.0627,0.9947,0.0653,-0.0867,-0.0453,0.1307,0.9907,-0.0080,0.0933,1.0107,-0.0440,-0.0133,1.0027
0.3828,0.0000,0.0000,-0.0190,-0.0680,-0.0190,0.1000,0.0210,0.9990,0.9907,-0.1067,-0.0613,0.9933,0.0640,-0.0880,-0.0440,0.1307,0.9907,-0.0067,0.0933,1.0120,-0.0440,-0.0133,1.0013
0.3848,0.0000,0.0000,-0.2340,-0.0780,-0.0180,0.0290,0.0200,0.9990,0.9907,-0.1080,-0.0600,0.9920,0.0640,-0.0893,-0.0427,0.1320,0.9907,-0.0067,0.0933,1.0120,-0.0440,-0.0133,0.9973
0.3867,0.0000,0.0000,-0.2140,0.0270,-0.0160,0.0280,0.0220,1.0000,0.9907,-0.1080,-0.0600,0.9907,0.0653,-0.0907,-0.0413,0.1320,0.9907,-0.0067,0.0947,1.0120,-0.0440,-0.0133,0.9947
0.3887,0.0000,0.0000,-0.1400,0.0960,-0.0150,0.0440,0.0210,1.0000,0.9907,-0.1080,-0.0587,0.9907,0.0653,-0.0920,-0.0413,0.1320,0.9907,-0.0053,0.0933,1.0120,-0.0453,-0.0133,0.9933
0.3906,0.0000,0.0000,-0.1520,0.0270,-0.0180,0.0650,0.0220,0.9980,0.9907,-0.1080,-0.0587,0.9907,0.0640,-0.0907,-0.0427,0.1320,0.9920,-0.0053,0.0933,1.0120,-0.0453,-0.0133,0.9960
0.3926,0.0000,0.0000,-0.1090,-0.0060,-0.0160,0.0860,0.0210,1.0020,0.9893,-0.1080,-0.0600,0.9920,0.0640,-0.0893,-0.0427,0.1320,0.9920,-0.0053,0.0933,1.0120,-0.0440,-0.0133,0.9987
0.3945,0.0000,0.0000,-0.1790,-0.0010,-0.0160,0.0300,0.0200,0.9960,0.9893,-0.1080,-0.0600,0.9920,0.0640,-0.0880,-0.0427,0.1333,0.9920,-0.0053,0.0933,1.0120,-0.0440,-0.0133,1.0013
0.3965,0.0000,0.0000,-0.2310,0.0250,-0.0180,0.0570,0.0190,0.9970,0.9893,-0.1080,-0.0600,0.9920,0.0640,-0.0867,-0.0427,0.1333,0.9920,-0.0053,0.0960,1.0107,-0.0427,-0.0147,1.0027
0.3984,0.0000,0.0000,-0.2040,0.0900,-0.0180,0.0800,0.0180,0.9990,0.9893,-0.1080,-0.0600,0.9907,0.0653,-0.0867,-0.0427,0.1333,0.9920,-0.0067,0.0973,1.0093,-0.0427,-0.0147,1.0027
0.4004,0.0000,0.0000,-0.1320,0.0720,-0.0180,0.0770,0.0190,0.9980,0.9907,-0.1080,-0.0587,0.9907,0.0667,-0.0867,-0.0427,0.1333,0.9920,-0.0080,0.0987,1.0093,-0.0440,-0.0160,1.0013
0.4023,0.0000,0.0000,-0.1120,-0.1020,-0.0160,0.1540,0.0190,0.9990,0.9907,-0.1067,-0.0587,0.9907,0.0680,-0.0880,-0.0427,0.1320,0.9907,-0.0093,0.0987,1.0080,-0.0440,-0.0160,1.0000
0.4043,0.0000,0.0000,-0.1000,-0.0410,-0.0180,0.0510,0.0200,0.9990,0.9907,-0.1053,-0.0600,0.9920,0.0693,-0.0880,-0.0440,0.1307,0.9907,-0.0107,0.0973,1.0080,-0.0453,-0.0147,0.9987
0.4062,0.0000,0.0000,-0.0510,0.0550,-0.0220,0.0780,0.0220,1.0000,0.9893,-0.1027,-0.0613,0.9933,0.0693,-0.0867,-0.0440,0.1293,0.9907,-0.0107,0.0960,1.0080,-0.0453,-0.0147,1.0000
0.4082,0.0000,0.0000,-0.2000,0.1220,-0.0150,0.0700,0.0170,1.0010,0.9893,-0.1027,-0.0627,0.9947,0.0707,-0.0867,-0.0453,0.1280,0.9907,-0.0093,0.0960,1.0093,-0.0453,-0.0160,1.0000
0.4102,0.0000,0.0000,-0.3370,-0.0700,-0.0160,0.0470,0.0160,0.9970,0.9893,-0.1013,-0.0627,0.9947,0.0693,-0.0867,-0.0440,0.1280,0.9920,-0.0093,0.0960,1.0093,-0.0440,-0.0173,0.9987
0.4121,0.0000,0.0000,-0.2380,-0.1190,-0.0200,0.0420,0.0190,1.0010,0.9907,-0.1027,-0.0640,0.9933,0.0693,-0.0853,-0.0453,0.1280,0.9920,-0.0093,0.0960,1.0093,-0.0440,-0.0173,0.9973
