Time,Speed,Brake,Gyro_Y,Gyro_X,Acc_Y_FM,Gyro_Z,Acc_X_FM,Acc_Z_FM,Acc_Z_Whl_LF,Acc_Y_Whl_LF,Acc_X_Whl_LF,Acc_Z_Whl_RF,Acc_Y_Whl_RF,Acc_X_Whl_RF,Acc_Y_Whl_LR,Acc_X_Whl_LR,Acc_Z_Whl_LR,Acc_Y_Whl_RR,Acc_X_Whl_RR,Acc_Z_Whl_RR,Acc_X_RM,Acc_Y_RM,Acc_Z_RM
4.6211,0.0000,0.0000,-0.1120,0.0290,-0.0190,0.1190,0.0190,1.0010,0.9907,-0.1080,-0.0600,0.9920,0.0653,-0.0907,-0.0413,0.1320,0.9920,-0.0080,0.0947,1.0093,-0.0440,-0.0120,0.9987
4.6230,0.0000,0.0000,-0.0800,-0.0790,-0.0180,0.1140,0.0190,0.9990,0.9907,-0.1093,-0.0600,0.9920,0.0640,-0.0907,-0.0413,0.1320,0.9920,-0.0067,0.0960,1.0107,-0.0440,-0.0120,0.9920
4.6250,0.0000,0.0000,-0.0420,0.0610,-0.0160,0.1420,0.0210,1.0000,0.9893,-0.1107,-0.0600,0.9920,0.0640,-0.0907,-0.0427,0.1320,0.9907,-0.0080,0.0960,1.0107,-0.0427,-0.0133,0.9907
4.6270,0.0000,0.0000,-0.1070,0.1080,-0.0190,0.0590,0.0200,0.9980,0.9893,-0.1107,-0.0600,0.9907,0.0640,-0.0893,-0.0440,0.1320,0.9907,-0.0080,0.0973,1.0107,-0.0440,-0.0147,0.9947
4.6289,0.0000,0.0000,-0.2410,-0.0430,-0.0140,0.0650,0.0190,0.9990,0.9893,-0.1093,-0.0587,0.9907,0.0653,-0.0893,-0.0440,0.1320,0.9907,-0.0093,0.0973,1.0093,-0.0440,-0.0147,1.0027
4.6309,0.0000,0.0000,-0.2020,-0.0960,-0.0170,0.0320,0.0180,1.0010,0.9907,-0.1067,-0.0587,0.9907,0.0667,-0.0893,-0.0440,0.1320,0.9920,-0.0107,0.0973,1.0080,-0.0453,-0.0160,1.0080
4.6328,0.0000,0.0000,-0.1380,0.0030,-0.0180,0.0650,0.0210,0.9990,0.9907,-0.1053,-0.0587,0.9907,0.0680,-0.0880,-0.0440,0.1320,0.9920,-0.0107,0.0987,1.0080,-0.0467,-0.0160,1.0093
4.6348,0.0000,0.0000,-0.1570,-0.0660,-0.0170,0.1170,0.0180,0.9980,0.9920,-0.1040,-0.0600,0.9907,0.0693,-0.0880,-0.0453,0.1307,0.9920,-0.0107,0.0987,1.0067,-0.0467,-0.0160,1.0053
4.6367,0.0000,0.0000,-0.1420,-0.0630,-0.0150,0.1270,0.0180,0.9990,0.9920,-0.1027,-0.0613,0.9920,0.0707,-0.0880,-0.0453,0.1293,0.9920,-0.0093,0.0987,1.0080,-0.0453,-0.0147,1.0013
4.6387,0.0000,0.0000,-0.0890,0.1800,-0.0180,0.0660,0.0170,0.9990,0.9920,-0.1027,-0.0627,0.9933,0.0707,-0.0867,-0.0467,0.1280,0.9920,-0.0093,0.0987,1.0080,-0.0453,-0.0147,0.9973
4.6406,0.0000,0.0000,-0.1430,0.0640,-0.0200,0.1040,0.0210,1.0000,0.9907,-0.1027,-0.0640,0.9933,0.0693,-0.0867,-0.0467,0.1280,0.9920,-0.0093,0.0973,1.0093,-0.0440,-0.0147,0.9973
4.6426,0.0000,0.0000,-0.1110,0.0380,-0.0190,0.0830,0.0190,1.0010,0.9907,-0.1027,-0.0640,0.9933,0.0693,-0.0880,-0.0467,0.1280,0.9920,-0.0093,0.0973,1.0093,-0.0440,-0.0147,0.9973
4.6445,0.0000,0.0000,-0.1140,-0.0920,-0.0190,0.0690,0.0190,0.9990,0.9920,-0.1027,-0.0640,0.9933,0.0680,-0.0880,-0.0467,0.1293,0.9920,-0.0093,0.0960,1.0093,-0.0440,-0.0160,0.9973
4.6465,0.0000,0.0000,-0.2360,-0.0790,-0.0190,0.1100,0.0190,0.9990,0.9920,-0.1013,-0.0640,0.9933,0.0680,-0.0880,-0.0467,0.1293,0.9907,-0.0080,0.0960,1.0093,-0.0440,-0.0160,0.9973
4.6484,0.0000,0.0000,-0.2110,-0.0390,-0.0180,0.0360,0.0170,1.0010,0.9933,-0.1013,-0.0640,0.9933,0.0680,-0.0880,-0.0467,0.1293,0.9907,-0.0067,0.0947,1.0093,-0.0440,-0.0160,0.9960
4.6504,0.0000,0.0000,-0.0260,-0.0260,-0.0180,0.0540,0.0180,0.9990,0.9933,-0.1027,-0.0640,0.9947,0.0680,-0.0880,-0.0467,0.1293,0.9907,-0.0053,0.0933,1.0093,-0.0453,-0.0160,0.9973
4.6523,0.0000,0.0000,-0.1720,-0.0890,-0.0180,0.0410,0.0220,0.9950,0.9933,-0.1027,-0.0640,0.9947,0.0680,-0.0880,-0.0467,0.1293,0.9907,-0.0053,0.0933,1.0107,-0.0467,-0.0160,0.9987
4.6543,0.0000,0.0000,-0.1280,-0.1590,-0.0200,0.0510,0.0210,0.9970,0.9920,-0.1053,-0.0640,0.9947,0.0667,-0.0880,-0.0453,0.1280,0.9907,-0.0067,0.0933,1.0107,-0.0467,-0.0147,1.0000
4.6562,0.0000,0.0000,-0.1410,0.0530,-0.0160,-0.0220,0.0190,0.9970,0.9920,-0.1067,-0.0627,0.9933,0.0653,-0.0880,-0.0440,0.1280,0.9907,-0.0080,0.0933,1.0107,-0.0467,-0.0133,1.0000
4.6582,0.0000,0.0000,-0.2100,-0.0410,-0.0180,0.0520,0.0200,1.0000,0.9920,-0.1080,-0.0613,0.9933,0.0640,-0.0880,-0.0440,0.1280,0.9920,-0.0080,0.0933,1.0107,-0.0453,-0.0133,0.9987
4.6602,0.0000,0.0000,-0.1940,0.0020,-0.0170,0.0640,0.0200,1.0010,0.9920,-0.1093,-0.0613,0.9920,0.0627,-0.0893,-0.0440,0.1293,0.9920,-0.0080,0.0933,1.0107,-0.0440,-0.0133,0.9947
4.6621,0.0000,0.0000,-0.1460,0.0010,-0.0160,0.1130,0.0200,1.0030,0.9933,-0.1093,-0.0600,0.9920,0.0627,-0.0893,-0.0440,0.1293,0.9920,-0.0080,0.0933,1.0107,-0.0440,-0.0133,0.9933
4.6641,0.0000,0.0000,-0.1450,0.0030,-0.0180,0.0780,0.0190,0.9990,0.9920,-0.1080,-0.0600,0.9907,0.0640,-0.0893,-0.0440,0.1320,0.9920,-0.0067,0.0947,1.0107,-0.0440,-0.0133,0.9933
4.6660,0.0000,0.0000,-0.0300,0.0060,-0.0140,0.0960,0.0190,0.9970,0.9920,-0.1080,-0.0587,0.9907,0.0640,-0.0907,-0.0427,0.1333,0.9920,-0.0067,0.0960,1.0107,-0.0453,-0.0133,0.9973
4.6680,0.0000,0.0000,-0.1490,-0.0970,-0.0150,0.0400,0.0160,0.9970,0.9907,-0.1080,-0.0587,0.9907,0.0640,-0.0907,-0.0413,0.1347,0.9920,-0.0080,0.0960,1.0093,-0.0467,-0.0133,1.0013
4.6699,0.0000,0.0000,-0.1620,-0.0110,-0.0180,0.0940,0.0170,1.0000,0.9907,-0.1080,-0.0587,0.9907,0.0640,-0.0893,-0.0413,0.1347,0.9920,-0.0080,0.0960,1.0093,-0.0467,-0.0133,1.0053
4.6719,0.0000,0.0000,-0.1050,0.0310,-0.0170,0.0930,0.0190,0.9980,0.9893,-0.1080,-0.0587,0.9907,0.0640,-0.0893,-0.0413,0.1333,0.9920,-0.0080,0.0960,1.0080,-0.0467,-0.0133,1.0067
4.6738,0.0000,0.0000,-0.0870,0.0060,-0.0170,0.1070,0.0190,0.9990,0.9893,-0.1080,-0.0600,0.9907,0.0653,-0.0880,-0.0427,0.1333,0.9920,-0.0093,0.0960,1.0093,-0.0453,-0.0133,1.0040
4.6758,0.0000,0.0000,-0.0780,-0.0710,-0.0160,0.0900,0.0210,1.0000,0.9880,-0.1067,-0.0613,0.9907,0.0667,-0.0867,-0.0427,0.1320,0.9920,-0.0107,0.0947,1.0093,-0.0440,-0.0147,1.0000
4.6777,0.0000,0.0000,-0.1850,0.0410,-0.0150,0.0390,0.0200,1.0020,0.9880,-0.1053,-0.0627,0.9907,0.0680,-0.0867,-0.0440,0.1307,0.9920,-0.0107,0.0947,1.0093,-0.0427,-0.0147,0.9987
4.6797,0.0000,0.0000,-0.1420,-0.0450,-0.0190,0.0350,0.0230,0.9980,0.9893,-0.1040,-0.0627,0.9920,0.0693,-0.0867,-0.0440,0.1307,0.9920,-0.0120,0.0960,1.0093,-0.0440,-0.0160,0.9987
4.6816,0.0000,0.0000,-0.1660,0.0830,-0.0160,0.1000,0.0170,1.0000,0.9893,-0.1027,-0.0627,0.9920,0.0707,-0.0867,-0.0440,0.1293,0.9920,-0.0120,0.0960,1.0080,-0.0440,-0.0173,1.0013
4.6836,0.0000,0.0000,-0.2110,0.0230,-0.0190,0.1410,0.0150,1.0010,0.9920,-0.1027,-0.0627,0.9920,0.0707,-0.0867,-0.0453,0.1280,0.9920,-0.0120,0.0973,1.0080,-0.0453,-0.0173,1.0040
4.6855,0.0000,0.0000,-0.0800,-0.0170,-0.0140,0.0870,0.0230,0.9970,0.9920,-0.1027,-0.0627,0.9933,0.0693,-0.0853,-0.0453,0.1280,0.9907,-0.0120,0.0987,1.0080,-0.0453,-0.0160,1.0040
4.6875,0.0000,0.0000,-0.0870,0.0410,-0.0170,0.1190,0.0190,0.9990,0.9920,-0.1027,-0.0627,0.9933,0.0680,-0.0853,-0.0467,0.1280,0.9920,-0.0107,0.0987,1.0080,-0.0453,-0.0147,1.0013
4.6895,0.0000,0.0000,-0.0600,-0.0560,-0.0160,0.0950,0.0210,1.0000,0.9920,-0.1040,-0.0640,0.9947,0.0667,-0.0840,-0.0467,0.1280,0.9920,-0.0093,0.0973,1.0080,-0.0453,-0.0147,0.9987
4.6914,0.0000,0.0000,-0.1180,0.0050,-0.0150,0.0910,0.0200,0.9980,0.9920,-0.1040,-0.0640,0.9947,0.0667,-0.0853,-0.0467,0.1280,0.9933,-0.0080,0.0960,1.0093,-0.0453,-0.0147,0.9973
4.6934,0.0000,0.0000,-0.2290,0.1370,-0.0150,0.0550,0.0180,1.0000,0.9907,-0.1040,-0.0640,0.9947,0.0680,-0.0853,-0.0467,0.1280,0.9933,-0.0080,0.0947,1.0107,-0.0453,-0.0147,0.9973
4.6953,0.0000,0.0000,-0.2470,-0.0840,-0.0180,0.0430,0.0190,1.0010,0.9920,-0.1040,-0.0640,0.9933,0.0680,-0.0867,-0.0467,0.1280,0.9933,-0.0080,0.0947,1.0107,-0.0453,-0.0147,0.9973
4.6973,0.0000,0.0000,-0.1560,-0.0810,-0.0180,0.1030,0.0220,1.0000,0.9920,-0.1053,-0.0640,0.9933,0.0680,-0.0893,-0.0453,0.1280,0.9920,-0.0067,0.0933,1.0107,-0.0453,-0.0147,0.9973
4.6992,0.0000,0.0000,-0.1670,-0.1470,-0.0190,0.0800,0.0170,1.0000,0.9933,-0.1053,-0.0627,0.9947,0.0653,-0.0907,-0.0453,0.1280,0.9920,-0.0067,0.0933,1.0107,-0.0453,-0.0147,0.9960
4.7012,0.0000,0.0000,-0.2000,-0.0810,-0.0160,0.0720,0.0210,1.0000,0.9933,-0.1067,-0.0627,0.9947,0.0640,-0.0907,-0.0440,0.1280,0.9920,-0.0053,0.0933,1.0107,-0.0453,-0.0147,0.9960
4.7031,0.0000,0.0000,-0.2170,-0.0900,-0.0160,0.0680,0.0210,0.9990,0.9933,-0.1067,-0.0627,0.9947,0.0640,-0.0907,-0.0440,0.1293,0.9920,-0.0053,0.0933,1.0107,-0.0453,-0.0147,0.9973
4.7051,0.0000,0.0000,-0.0370,-0.0070,-0.0210,0.0850,0.0210,0.9980,0.9920,-0.1067,-0.0627,0.9933,0.0640,-0.0907,-0.0440,0.1307,0.9920,-0.0053,0.0933,1.0107,-0.0440,-0.0133,1.0013
4.7070,0.0000,0.0000,-0.1600,0.0970,-0.0170,0.1180,0.0200,0.9990,0.9907,-0.1067,-0.0613,0.9920,0.0653,-0.0907,-0.0427,0.1307,0.9920,-0.0053,0.0933,1.0107,-0.0440,-0.0133,1.0040
4.7090,0.0000,0.0000,-0.0850,-0.0240,-0.0170,0.0850,0.0210,1.0010,0.9893,-0.1067,-0.0613,0.9907,0.0653,-0.0907,-0.0427,0.1320,0.9907,-0.0053,0.0933,1.0107,-0.0453,-0.0120,1.0040
4.7109,0.0000,0.0000,-0.1330,0.0160,-0.0190,0.0540,0.0190,0.9990,0.9893,-0.1067,-0.0600,0.9907,0.0653,-0.0920,-0.0427,0.1320,0.9907,-0.0053,0.0947,1.0093,-0.0453,-0.0120,1.0013
4.7129,0.0000,0.0000,-0.1450,-0.0270,-0.0180,0.0650,0.0190,0.9990,0.9893,-0.1067,-0.0600,0.9907,0.0653,-0.0920,-0.0427,0.1333,0.9907,-0.0067,0.0947,1.0093,-0.0453,-0.0120,0.9960
4.7148,0.0000,0.0000,-0.1860,0.0720,-0.0170,0.0310,0.0180,0.9970,0.9893,-0.1080,-0.0600,0.9920,0.0653,-0.0920,-0.0427,0.1320,0.9907,-0.0067,0.0947,1.0093,-0.0453,-0.0133,0.9933
4.7168,0.0000,0.0000,-0.1620,-0.0460,-0.0170,0.0840,0.0210,1.0000,0.9907,-0.1080,-0.0600,0.9920,0.0653,-0.0907,-0.0427,0.1320,0.9920,-0.0080,0.0960,1.0093,-0.0453,-0.0133,0.9947
4.7188,0.0000,0.0000,-0.1790,-0.0190,-0.0160,0.0870,0.0170,1.0010,0.9907,-0.1080,-0.0613,0.9920,0.0653,-0.0893,-0.0427,0.1307,0.9933,-0.0080,0.0960,1.0093,-0.0453,-0.0147,1.0013
4.7207,0.0000,0.0000,-0.1910,-0.0290,-0.0160,0.1330,0.0200,1.0010,0.9907,-0.1067,-0.0613,0.9920,0.0667,-0.0880,-0.0440,0.1307,0.9933,-0.0080,0.0973,1.0093,-0.0467,-0.0147,1.0080
4.7227,0.0000,0.0000,-0.0380,0.0170,-0.0180,0.0600,0.0210,1.0000,0.9893,-0.1067,-0.0613,0.9920,0.0667,-0.0867,-0.0440,0.1307,0.9933,-0.0080,0.0973,1.0093,-0.0467,-0.0147,1.0120
4.7246,0.0000,0.0000,-0.0360,-0.0000,-0.0140,0.0760,0.0150,1.0000,0.9893,-0.1067,-0.0613,0.9907,0.0680,-0.0867,-0.0440,0.1293,0.9920,-0.0093,0.0987,1.0093,-0.0453,-0.0147,1.0093
4.7266,0.0000,0.0000,-0.1420,0.0110,-0.0170,0.0730,0.0190,0.9990,0.9907,-0.1053,-0.0627,0.9920,0.0680,-0.0880,-0.0440,0.1293,0.9920,-0.0107,0.0987,1.0093,-0.0453,-0.0147,1.0040
4.7285,0.0000,0.0000,-0.1260,-0.0550,-0.0190,0.1010,0.0200,0.9970,0.9907,-0.1040,-0.0627,0.9920,0.0693,-0.0880,-0.0440,0.1280,0.9907,-0.0107,0.0973,1.0080,-0.0440,-0.0160,0.9960
4.7305,0.0000,0.0000,-0.1400,-0.1080,-0.0170,0.0720,0.0160,1.0010,0.9920,-0.1027,-0.0627,0.9920,0.0707,-0.0867,-0.0440,0.1280,0.9920,-0.0107,0.0973,1.0080,-0.0440,-0.0173,0.9893
4.7324,0.0000,0.0000,-0.1500,0.0440,-0.0190,0.0980,0.0170,1.0000,0.9920,-0.1013,-0.0640,0.9933,0.0707,-0.0867,-0.0453,0.1280,0.9920,-0.0107,0.0960,1.0080,-0.0440,-0.0173,0.9867
4.7344,0.0000,0.0000,-0.0980,-0.0440,-0.0170,0.0400,0.0180,1.0010,0.9920,-0.1013,-0.0640,0.9933,0.0693,-0.0853,-0.0453,0.1280,0.9920,-0.0080,0.0960,1.0080,-0.0440,-0.0173,0.9920
4.7363,0.0000,0.0000,-0.0720,0.0970,-0.0170,0.0390,0.0230,1.0010,0.9920,-0.1027,-0.0653,0.9933,0.0680,-0.0853,-0.0467,0.1293,0.9920,-0.0080,0.0947,1.0093,-0.0453,-0.0160,1.0013
4.7383,0.0000,0.0000,-0.1660,0.0540,-0.0170,0.1200,0.0230,1.0020,0.9907,-0.1040,-0.0640,0.9933,0.0680,-0.0867,-0.0467,0.1293,0.9907,-0.0067,0.0947,1.0107,-0.0453,-0.0147,1.0093
4.7402,0.0000,0.0000,-0.0940,-0.0670,-0.0220,0.1000,0.0180,0.9990,0.9907,-0.1040,-0.0640,0.9933,0.0667,-0.0880,-0.0467,0.1280,0.9907,-0.0067,0.0933,1.0107,-0.0453,-0.0147,1.0120
4.7422,0.0000,0.0000,-0.1800,0.0240,-0.0200,0.0490,0.0180,0.9990,0.9907,-0.1040,-0.0627,0.9933,0.0667,-0.0893,-0.0467,0.1280,0.9907,-0.0067,0.0947,1.0107,-0.0440,-0.0133,1.0067
4.7441,0.0000,0.0000,-0.1550,-0.0750,-0.0200,0.0610,0.0210,0.9960,0.9907,-0.1040,-0.0627,0.9933,0.0667,-0.0893,-0.0467,0.1280,0.9907,-0.0080,0.0947,1.0107,-0.0440,-0.0147,0.9947
4.7461,0.0000,0.0000,-0.1460,0.0250,-0.0190,0.0400,0.0220,0.9970,0.9920,-0.1040,-0.0627,0.9933,0.0667,-0.0893,-0.0453,0.1293,0.9920,-0.0067,0.0947,1.0107,-0.0427,-0.0147,0.9840
4.7480,0.0000,0.0000,-0.1210,0.0550,-0.0140,0.1240,0.0190,0.9980,0.9907,-0.1053,-0.0627,0.9933,0.0653,-0.0880,-0.0440,0.1293,0.9933,-0.0067,0.0947,1.0107,-0.0413,-0.0147,0.9800
4.7500,0.0000,0.0000,-0.0980,0.0260,-0.0170,0.0810,0.0160,0.9970,0.9893,-0.1067,-0.0613,0.9933,0.0653,-0.0880,-0.0427,0.1307,0.9933,-0.0053,0.0947,1.0093,-0.0413,-0.0147,0.9867
4.7520,0.0000,0.0000,-0.1520,0.0570,-0.0200,0.0530,0.0190,1.0000,0.9893,-0.1093,-0.0613,0.9933,0.0640,-0.0880,-0.0413,0.1307,0.9933,-0.0053,0.0933,1.0093,-0.0427,-0.0133,1.0000
4.7539,0.0000,0.0000,-0.1640,-0.0030,-0.0160,0.0320,0.0180,0.9980,0.9880,-0.1093,-0.0600,0.9933,0.0640,-0.0880,-0.0413,0.1307,0.9920,-0.0067,0.0933,1.0093,-0.0440,-0.0133,1.0133
4.7559,0.0000,0.0000,-0.1070,-0.0950,-0.0180,0.0810,0.0190,1.0020,0.9893,-0.1093,-0.0600,0.9920,0.0627,-0.0893,-0.0413,0.1320,0.9907,-0.0080,0.0933,1.0107,-0.0453,-0.0133,1.0187
4.7578,0.0000,0.0000,-0.0250,0.0470,-0.0200,0.0810,0.0200,1.0020,0.9893,-0.1080,-0.0600,0.9907,0.0640,-0.0907,-0.0413,0.1320,0.9907,-0.0080,0.0933,1.0107,-0.0453,-0.0133,1.0120
4.7598,0.0000,0.0000,-0.1650,-0.0230,-0.0130,0.0720,0.0170,1.0010,0.9907,-0.1067,-0.0600,0.9907,0.0653,-0.0907,-0.0413,0.1333,0.9907,-0.0093,0.0947,1.0107,-0.0440,-0.0133,0.9960
4.7617,0.0000,0.0000,-0.2030,0.0750,-0.0190,0.1250,0.0220,0.9950,0.9907,-0.1053,-0.0587,0.9893,0.0667,-0.0907,-0.0427,0.1333,0.9907,-0.0080,0.0947,1.0093,-0.0440,-0.0133,0.9800
4.7637,0.0000,0.0000,-0.1010,0.0300,-0.0190,0.1040,0.0210,0.9970,0.9893,-0.1053,-0.0587,0.9907,0.0667,-0.0893,-0.0427,0.1333,0.9907,-0.0080,0.0960,1.0093,-0.0427,-0.0147,0.9747
4.7656,0.0000,0.0000,-0.1820,-0.0430,-0.0160,0.0780,0.0180,0.9970,0.9893,-0.1067,-0.0600,0.9907,0.0680,-0.0880,-0.0440,0.1320,0.9907,-0.0093,0.0973,1.0080,-0.0440,-0.0147,0.9840
4.7676,0.0000,0.0000,-0.1150,-0.0800,-0.0160,0.0310,0.0210,1.0000,0.9893,-0.1067,-0.0600,0.9920,0.0667,-0.0867,-0.0440,0.1307,0.9907,-0.0093,0.0973,1.0080,-0.0453,-0.0160,1.0067
4.7695,0.0000,0.0000,-0.1520,-0.0170,-0.0150,-0.0040,0.0180,0.9990,0.9907,-0.1080,-0.0613,0.9920,0.0667,-0.0853,-0.0440,0.1307,0.9907,-0.0107,0.0973,1.0080,-0.0480,-0.0160,1.0267
4.7715,0.0000,0.0000,-0.1340,0.1510,-0.0170,0.0810,0.0190,1.0010,0.9907,-0.1067,-0.0613,0.9907,0.0667,-0.0853,-0.0440,0.1293,0.9920,-0.0120,0.0973,1.0080,-0.0493,-0.0160,1.0320
4.7734,0.0000,0.0000,-0.0810,0.1750,-0.0190,0.1430,0.0190,0.9970,0.9920,-0.1053,-0.0627,0.9907,0.0680,-0.0867,-0.0453,0.1293,0.9920,-0.0120,0.0973,1.0093,-0.0480,-0.0160,1.0187
4.7754,0.0000,0.0000,-0.1570,-0.0110,-0.0150,0.0480,0.0200,0.9980,0.9907,-0.1040,-0.0627,0.9907,0.0693,-0.0867,-0.0453,0.1280,0.9933,-0.0107,0.0973,1.0093,-0.0453,-0.0160,0.9933
4.7773,0.0000,0.0000,-0.1460,-0.1280,-0.0190,0.0270,0.0200,1.0000,0.9907,-0.1027,-0.0627,0.9920,0.0707,-0.0880,-0.0453,0.1280,0.9933,-0.0093,0.0960,1.0080,-0.0427,-0.0160,0.9720
4.7793,0.0000,0.0000,-0.1820,0.0320,-0.0170,0.0580,0.0180,0.9980,0.9907,-0.1027,-0.0627,0.9933,0.0707,-0.0867,-0.0453,0.1280,0.9947,-0.0093,0.0960,1.0080,-0.0427,-0.0173,0.9707
4.7812,0.0000,0.0000,-0.2100,0.0900,-0.0170,0.0360,0.0160,0.9980,0.9907,-0.1013,-0.0627,0.9947,0.0693,-0.0867,-0.0467,0.1280,0.9947,-0.0080,0.0960,1.0067,-0.0440,-0.0173,0.9853
4.7832,0.0000,0.0000,-0.1670,-0.0520,-0.0160,0.0220,0.0220,0.9970,0.9907,-0.1013,-0.0627,0.9960,0.0693,-0.0867,-0.0467,0.1280,0.9947,-0.0080,0.0947,1.0080,-0.0467,-0.0160,1.0067
4.7852,0.0000,0.0000,-0.1880,-0.0220,-0.0230,0.0450,0.0180,1.0030,0.9907,-0.1027,-0.0627,0.9960,0.0680,-0.0880,-0.0467,0.1280,0.9933,-0.0080,0.0947,1.0080,-0.0480,-0.0147,1.0200
4.7871,0.0000,0.0000,-0.0910,0.0620,-0.0200,0.0700,0.0240,1.0020,0.9907,-0.1027,-0.0627,0.9960,0.0667,-0.0880,-0.0467,0.1293,0.9933,-0.0067,0.0947,1.0093,-0.0467,-0.0147,1.0187
4.7891,0.0000,0.0000,-0.0990,0.0270,-0.0190,0.0710,0.0200,1.0000,0.9907,-0.1040,-0.0627,0.9947,0.0653,-0.0893,-0.0453,0.1307,0.9920,-0.0067,0.0933,1.0093,-0.0453,-0.0133,1.0053
4.7910,0.0000,0.0000,-0.1070,-0.0010,-0.0170,0.0600,0.0220,0.9970,0.9907,-0.1053,-0.0627,0.9947,0.0653,-0.0893,-0.0453,0.1307,0.9907,-0.0053,0.0933,1.0107,-0.0440,-0.0147,0.9893
4.7930,0.0000,0.0000,-0.0430,-0.0820,-0.0220,0.0610,0.0190,0.9990,0.9920,-0.1067,-0.0627,0.9947,0.0640,-0.0907,-0.0440,0.1307,0.9907,-0.0053,0.0933,1.0107,-0.0427,-0.0147,0.9800
4.7949,0.0000,0.0000,-0.0890,-0.0800,-0.0180,0.0480,0.0220,0.9980,0.9920,-0.1067,-0.0613,0.9933,0.0640,-0.0907,-0.0440,0.1307,0.9893,-0.0053,0.0933,1.0120,-0.0427,-0.0147,0.9813
4.7969,0.0000,0.0000,-0.1810,-0.0640,-0.0190,0.0670,0.0190,0.9950,0.9933,-0.1067,-0.0613,0.9933,0.0640,-0.0907,-0.0440,0.1307,0.9893,-0.0053,0.0947,1.0120,-0.0427,-0.0147,0.9907
4.7988,0.0000,0.0000,-0.2100,0.0600,-0.0180,0.1160,0.0190,0.9960,0.9933,-0.1067,-0.0613,0.9933,0.0627,-0.0893,-0.0440,0.1320,0.9893,-0.0053,0.0947,1.0120,-0.0440,-0.0133,1.0040
4.8008,0.0000,0.0000,-0.0410,0.0450,-0.0200,0.0840,0.0210,0.9980,0.9920,-0.1080,-0.0600,0.9920,0.0627,-0.0893,-0.0440,0.1320,0.9893,-0.0067,0.0947,1.0120,-0.0440,-0.0133,1.0133
4.8027,0.0000,0.0000,-0.1750,-0.0880,-0.0170,0.0660,0.0200,0.9990,0.9907,-0.1093,-0.0587,0.9920,0.0613,-0.0893,-0.0427,0.1333,0.9893,-0.0080,0.0947,1.0120,-0.0440,-0.0133,1.0120
4.8047,0.0000,0.0000,-0.1360,-0.0040,-0.0170,0.0870,0.0220,0.9970,0.9907,-0.1107,-0.0587,0.9907,0.0613,-0.0907,-0.0427,0.1333,0.9893,-0.0093,0.0947,1.0107,-0.0440,-0.0133,1.0027
4.8066,0.0000,0.0000,-0.1980,0.0100,-0.0170,0.1470,0.0200,0.9990,0.9893,-0.1093,-0.0587,0.9893,0.0627,-0.0907,-0.0413,0.1320,0.9907,-0.0107,0.0960,1.0093,-0.0440,-0.0147,0.9893
4.8086,0.0000,0.0000,-0.1460,-0.0460,-0.0170,0.0960,0.0220,0.9990,0.9907,-0.1080,-0.0587,0.9893,0.0640,-0.0907,-0.0427,0.1320,0.9920,-0.0107,0.0960,1.0080,-0.0427,-0.0160,0.9827
4.8105,0.0000,0.0000,-0.0990,0.0210,-0.0180,0.0520,0.0190,0.9980,0.9907,-0.1067,-0.0600,0.9893,0.0653,-0.0893,-0.0440,0.1320,0.9920,-0.0107,0.0973,1.0067,-0.0440,-0.0160,0.9867
4.8125,0.0000,0.0000,-0.0950,0.0500,-0.0160,0.0530,0.0220,0.9980,0.9893,-0.1053,-0.0587,0.9907,0.0667,-0.0880,-0.0440,0.1307,0.9933,-0.0107,0.0973,1.0053,-0.0453,-0.0160,1.0000
4.8145,0.0000,0.0000,-0.2030,0.0150,-0.0180,0.0890,0.0190,0.9980,0.9893,-0.1053,-0.0587,0.9933,0.0667,-0.0867,-0.0453,0.1307,0.9933,-0.0093,0.0987,1.0053,-0.0467,-0.0147,1.0147
4.8164,0.0000,0.0000,-0.1980,-0.0070,-0.0170,0.1330,0.0190,1.0000,0.9880,-0.1053,-0.0600,0.9947,0.0667,-0.0853,-0.0453,0.1307,0.9933,-0.0093,0.0987,1.0067,-0.0467,-0.0147,1.0213
4.8184,0.0000,0.0000,-0.1170,-0.0580,-0.0160,0.0360,0.0220,1.0010,0.9880,-0.1053,-0.0613,0.9933,0.0667,-0.0853,-0.0453,0.1307,0.9920,-0.0093,0.0973,1.0080,-0.0453,-0.0147,1.0160
4.8203,0.0000,0.0000,-0.1340,0.0400,-0.0190,0.0760,0.0200,0.9990,0.9893,-0.1067,-0.0627,0.9933,0.0680,-0.0853,-0.0440,0.1293,0.9907,-0.0093,0.0973,1.0093,-0.0440,-0.0160,1.0000
4.8223,0.0000,0.0000,-0.1810,0.0580,-0.0160,0.1040,0.0240,0.9980,0.9907,-0.1053,-0.0627,0.9920,0.0680,-0.0867,-0.0453,0.1293,0.9907,-0.0093,0.0960,1.0093,-0.0427,-0.0160,0.9840
4.8242,0.0000,0.0000,-0.1050,-0.0610,-0.0190,0.0350,0.0230,1.0000,0.9907,-0.1053,-0.0627,0.9920,0.0693,-0.0880,-0.0453,0.1293,0.9893,-0.0093,0.0960,1.0093,-0.0427,-0.0160,0.9773
4.8262,0.0000,0.0000,-0.2410,0.0060,-0.0190,0.0610,0.0190,0.9990,0.9907,-0.1027,-0.0627,0.9933,0.0693,-0.0880,-0.0467,0.1293,0.9893,-0.0093,0.0947,1.0093,-0.0440,-0.0160,0.9827
